,start_position,end_position,measure,bytes_processed
0,0.0,100000.0,14397.0,282088.0
1,100000.0,200000.0,24589.0,449888.0
2,200000.0,300000.0,24928.0,464336.0
3,300000.0,400000.0,26271.0,492112.0
4,400000.0,500000.0,27375.0,569552.0
5,500000.0,600000.0,25523.0,467072.0
6,600000.0,700000.0,22791.0,425424.0
7,700000.0,800000.0,23678.0,448352.0
8,800000.0,900000.0,24380.0,454576.0
9,900000.0,1000000.0,23456.0,492432.0
10,1000000.0,1100000.0,19960.0,370192.0
11,1100000.0,1200000.0,22347.0,409728.0
12,1200000.0,1300000.0,21507.0,394640.0
13,1300000.0,1400000.0,21196.0,391056.0
14,1400000.0,1500000.0,20977.0,445568.0
15,1500000.0,1600000.0,18143.0,329744.0
16,1600000.0,1700000.0,20619.0,367728.0
17,1700000.0,1800000.0,22578.0,416744.0
18,1800000.0,1900000.0,23198.0,488512.0
19,1900000.0,2000000.0,22711.0,422496.0
20,2000000.0,2100000.0,22899.0,428240.0
21,2100000.0,2200000.0,21975.0,405808.0
22,2200000.0,2300000.0,24650.0,457920.0
23,2300000.0,2400000.0,23750.0,498784.0
24,2400000.0,2500000.0,22244.0,409968.0
25,2500000.0,2600000.0,22216.0,420784.0
26,2600000.0,2700000.0,24115.0,450736.0
27,2700000.0,2800000.0,22483.0,425584.0
28,2800000.0,2900000.0,27693.0,585200.0
29,2900000.0,3000000.0,23883.0,440880.0
30,3000000.0,3100000.0,26537.0,482544.0
31,3100000.0,3200000.0,26531.0,501712.0
32,3200000.0,3300000.0,26472.0,495360.0
33,3300000.0,3400000.0,24944.0,534864.0
34,3400000.0,3500000.0,25880.0,475760.0
35,3500000.0,3600000.0,22512.0,419248.0
36,3600000.0,3700000.0,22799.0,422992.0
37,3700000.0,3800000.0,24614.0,526624.0
38,3800000.0,3900000.0,30511.0,561856.0
39,3900000.0,4000000.0,24632.0,463872.0
40,4000000.0,4100000.0,27736.0,512816.0
41,4100000.0,4200000.0,23966.0,466368.0
42,4200000.0,4300000.0,24386.0,507024.0
43,4300000.0,4400000.0,22519.0,412800.0
44,4400000.0,4500000.0,23363.0,428016.0
45,4500000.0,4600000.0,21374.0,401008.0
46,4600000.0,4700000.0,21949.0,407696.0
47,4700000.0,4800000.0,23784.0,502048.0
48,4800000.0,4900000.0,23728.0,437072.0
49,4900000.0,5000000.0,23954.0,445152.0
50,5000000.0,5100000.0,29367.0,538672.0
51,5100000.0,5200000.0,23023.0,434800.0
52,5200000.0,5300000.0,23927.0,501088.0
53,5300000.0,5400000.0,21836.0,413360.0
54,5400000.0,5500000.0,23839.0,452256.0
55,5500000.0,5600000.0,25120.0,460720.0
56,5600000.0,5700000.0,29859.0,619600.0
57,5700000.0,5800000.0,27588.0,510912.0
58,5800000.0,5900000.0,23632.0,447760.0
59,5900000.0,6000000.0,23214.0,439632.0
60,6000000.0,6100000.0,23425.0,432192.0
61,6100000.0,6200000.0,22758.0,494128.0
62,6200000.0,6300000.0,22790.0,414032.0
63,6300000.0,6400000.0,24164.0,441696.0
64,6400000.0,6500000.0,21003.0,389040.0
65,6500000.0,6600000.0,20851.0,381232.0
66,6600000.0,6700000.0,24337.0,503424.0
67,6700000.0,6800000.0,21874.0,428640.0
68,6800000.0,6900000.0,24010.0,439952.0
69,6900000.0,7000000.0,22560.0,420288.0
70,7000000.0,7100000.0,22699.0,418224.0
71,7100000.0,7200000.0,26270.0,538560.0
72,7200000.0,7300000.0,22580.0,416400.0
73,7300000.0,7400000.0,22646.0,423072.0
74,7400000.0,7500000.0,25022.0,456080.0
75,7500000.0,7600000.0,23652.0,499536.0
76,7600000.0,7700000.0,23156.0,433408.0
77,7700000.0,7800000.0,22447.0,416864.0
78,7800000.0,7900000.0,21086.0,391424.0
79,7900000.0,8000000.0,21949.0,405152.0
80,8000000.0,8100000.0,22916.0,481632.0
81,8100000.0,8200000.0,21643.0,398480.0
82,8200000.0,8300000.0,20255.0,376880.0
83,8300000.0,8400000.0,20501.0,377712.0
84,8400000.0,8500000.0,20716.0,383824.0
85,8500000.0,8600000.0,23099.0,487304.0
86,8600000.0,8700000.0,23193.0,428600.0
87,8700000.0,8800000.0,21014.0,387392.0
88,8800000.0,8900000.0,21272.0,399728.0
89,8900000.0,9000000.0,20155.0,436720.0
90,9000000.0,9100000.0,22665.0,416752.0
91,9100000.0,9200000.0,20494.0,386640.0
92,9200000.0,9300000.0,19709.0,364032.0
93,9300000.0,9400000.0,19793.0,366496.0
94,9400000.0,9500000.0,19823.0,422320.0
95,9500000.0,9600000.0,21409.0,393984.0
96,9600000.0,9700000.0,21494.0,397056.0
97,9700000.0,9800000.0,21895.0,407584.0
98,9800000.0,9900000.0,22362.0,415032.0
99,9900000.0,10000000.0,23533.0,493600.0
100,10000000.0,10100000.0,21833.0,404464.0
101,10100000.0,10200000.0,23524.0,437024.0
102,10200000.0,10300000.0,19938.0,370096.0
103,10300000.0,10400000.0,22208.0,406736.0
104,10400000.0,10500000.0,21819.0,480752.0
105,10500000.0,10600000.0,20546.0,378480.0
106,10600000.0,10700000.0,21758.0,418832.0
107,10700000.0,10800000.0,22831.0,424736.0
108,10800000.0,10900000.0,21474.0,451904.0
109,10900000.0,11000000.0,23027.0,425616.0
110,11000000.0,11100000.0,23526.0,436144.0
111,11100000.0,11200000.0,23363.0,428384.0
112,11200000.0,11300000.0,22565.0,428800.0
113,11300000.0,11400000.0,23122.0,483200.0
114,11400000.0,11500000.0,21959.0,407232.0
115,11500000.0,11600000.0,22804.0,422960.0
116,11600000.0,11700000.0,23546.0,435208.0
117,11700000.0,11800000.0,23344.0,428896.0
118,11800000.0,11900000.0,23940.0,502496.0
119,11900000.0,12000000.0,21784.0,410416.0
120,12000000.0,12100000.0,24927.0,465296.0
121,12100000.0,12200000.0,25248.0,460496.0
122,12200000.0,12300000.0,22789.0,428800.0
123,12300000.0,12400000.0,24294.0,502448.0
