,start_position,end_position,measure,bytes_processed
0,0.0,100000.0,28351.0,616416.0
1,100000.0,200000.0,28143.0,746216.0
2,200000.0,300000.0,16943.0,346200.0
3,300000.0,400000.0,1040.0,283616.0
4,400000.0,500000.0,4085.0,162456.0
5,500000.0,600000.0,10578.0,277472.0
6,600000.0,700000.0,25139.0,687184.0
7,700000.0,800000.0,26227.0,502672.0
8,800000.0,900000.0,30124.0,940952.0
9,900000.0,1000000.0,35901.0,1067904.0
10,1000000.0,1100000.0,33354.0,682616.0
11,1100000.0,1200000.0,31663.0,977728.0
12,1200000.0,1300000.0,35053.0,702552.0
13,1300000.0,1400000.0,36435.0,1114520.0
14,1400000.0,1500000.0,36013.0,1081520.0
15,1500000.0,1600000.0,37602.0,783792.0
16,1600000.0,1700000.0,37651.0,1163512.0
17,1700000.0,1800000.0,32284.0,678104.0
18,1800000.0,1900000.0,29765.0,913680.0
19,1900000.0,2000000.0,35336.0,984000.0
20,2000000.0,2100000.0,27947.0,592560.0
21,2100000.0,2200000.0,31754.0,948496.0
22,2200000.0,2300000.0,31309.0,629920.0
23,2300000.0,2400000.0,32820.0,985120.0
24,2400000.0,2500000.0,31021.0,937680.0
25,2500000.0,2600000.0,28841.0,575248.0
26,2600000.0,2700000.0,88622.0,1680216.0
27,2700000.0,2800000.0,51953.0,1561352.0
28,2800000.0,2900000.0,31570.0,1502928.0
29,2900000.0,3000000.0,29309.0,903632.0
30,3000000.0,3100000.0,27415.0,575968.0
31,3100000.0,3200000.0,31169.0,892912.0
32,3200000.0,3300000.0,27921.0,611824.0
33,3300000.0,3400000.0,27810.0,874752.0
34,3400000.0,3500000.0,28262.0,867272.0
35,3500000.0,3600000.0,30421.0,610336.0
36,3600000.0,3700000.0,25235.0,866848.0
37,3700000.0,3800000.0,28579.0,579136.0
38,3800000.0,3900000.0,25924.0,835608.0
39,3900000.0,4000000.0,28359.0,851480.0
40,4000000.0,4100000.0,28895.0,585584.0
41,4100000.0,4200000.0,25871.0,861960.0
42,4200000.0,4300000.0,24215.0,502816.0
43,4300000.0,4400000.0,25686.0,770832.0
44,4400000.0,4500000.0,23742.0,785728.0
45,4500000.0,4600000.0,27753.0,555472.0
46,4600000.0,4700000.0,25437.0,775832.0
47,4700000.0,4800000.0,24180.0,489408.0
48,4800000.0,4900000.0,24330.0,746080.0
49,4900000.0,5000000.0,24402.0,747616.0
50,5000000.0,5100000.0,24014.0,482368.0
51,5100000.0,5200000.0,26948.0,806448.0
52,5200000.0,5300000.0,26461.0,789248.0
53,5300000.0,5400000.0,24673.0,516072.0
54,5400000.0,5500000.0,24870.0,754104.0
55,5500000.0,5600000.0,22910.0,494672.0
56,5600000.0,5700000.0,26795.0,804208.0
57,5700000.0,5800000.0,25759.0,878976.0
58,5800000.0,5900000.0,31133.0,603728.0
59,5900000.0,6000000.0,24656.0,816136.0
60,6000000.0,6100000.0,26586.0,582328.0
61,6100000.0,6200000.0,28991.0,826496.0
62,6200000.0,6300000.0,25753.0,802512.0
63,6300000.0,6400000.0,26764.0,552752.0
64,6400000.0,6500000.0,25766.0,814192.0
65,6500000.0,6600000.0,26755.0,536480.0
66,6600000.0,6700000.0,26303.0,821888.0
67,6700000.0,6800000.0,28960.0,800064.0
68,6800000.0,6900000.0,22576.0,473760.0
69,6900000.0,7000000.0,26666.0,757264.0
70,7000000.0,7100000.0,21247.0,465104.0
71,7100000.0,7200000.0,22724.0,683008.0
72,7200000.0,7300000.0,23632.0,724608.0
73,7300000.0,7400000.0,23870.0,485360.0
74,7400000.0,7500000.0,25222.0,754784.0
75,7500000.0,7600000.0,24536.0,545744.0
76,7600000.0,7700000.0,24735.0,761360.0
77,7700000.0,7800000.0,23456.0,727872.0
78,7800000.0,7900000.0,25530.0,540208.0
79,7900000.0,8000000.0,27958.0,846544.0
80,8000000.0,8100000.0,24962.0,532320.0
81,8100000.0,8200000.0,25143.0,762832.0
82,8200000.0,8300000.0,29775.0,895728.0
83,8300000.0,8400000.0,28359.0,583904.0
84,8400000.0,8500000.0,24335.0,794656.0
85,8500000.0,8600000.0,26526.0,545360.0
86,8600000.0,8700000.0,24366.0,742048.0
87,8700000.0,8800000.0,25141.0,774704.0
88,8800000.0,8900000.0,26831.0,555968.0
89,8900000.0,9000000.0,27439.0,825504.0
90,9000000.0,9100000.0,26264.0,545040.0
91,9100000.0,9200000.0,27624.0,841776.0
92,9200000.0,9300000.0,27120.0,798752.0
93,9300000.0,9400000.0,25937.0,568208.0
94,9400000.0,9500000.0,27452.0,862688.0
95,9500000.0,9600000.0,28619.0,577680.0
96,9600000.0,9700000.0,25961.0,800432.0
97,9700000.0,9800000.0,26840.0,822736.0
98,9800000.0,9900000.0,25995.0,529856.0
99,9900000.0,10000000.0,26453.0,792992.0
100,10000000.0,10100000.0,25069.0,748432.0
101,10100000.0,10200000.0,26784.0,561232.0
102,10200000.0,10300000.0,25259.0,791824.0
103,10300000.0,10400000.0,23447.0,477472.0
104,10400000.0,10500000.0,27340.0,797600.0
105,10500000.0,10600000.0,23643.0,731616.0
106,10600000.0,10700000.0,24896.0,509168.0
107,10700000.0,10800000.0,25078.0,791224.0
108,10800000.0,10900000.0,26072.0,546016.0
109,10900000.0,11000000.0,26476.0,826656.0
110,11000000.0,11100000.0,29130.0,837216.0
111,11100000.0,11200000.0,22069.0,452976.0
112,11200000.0,11300000.0,24365.0,749216.0
113,11300000.0,11400000.0,25773.0,529008.0
114,11400000.0,11500000.0,25106.0,772720.0
115,11500000.0,11600000.0,23372.0,728016.0
116,11600000.0,11700000.0,25756.0,526224.0
117,11700000.0,11800000.0,24444.0,765296.0
118,11800000.0,11900000.0,26068.0,538672.0
119,11900000.0,12000000.0,28142.0,862080.0
120,12000000.0,12100000.0,26686.0,788512.0
